image,question,answer
11632.jpg,What is the value of Fourth digit ?,2
11633.jpg,What is the value of Fourth digit ?,1
11634.jpg,What is the value of Fourth digit ?,6
11635.jpg,What is the value of Fourth digit ?,1
11636.jpg,What is the value of Fourth digit ?,1
11637.jpg,What is the value of Fourth digit ?,0
11638.jpg,What is the value of Fourth digit ?,5
11639.jpg,What is the value of Fourth digit ?,8
11640.jpg,What is the value of Fourth digit ?,2
11641.jpg,What is the value of Fourth digit ?,3
11642.jpg,What is the value of Fourth digit ?,4
11643.jpg,What is the value of Fourth digit ?,7
11644.jpg,What is the value of Fourth digit ?,6
11645.jpg,What is the value of Fourth digit ?,9
11646.jpg,What is the value of Fourth digit ?,7
11647.jpg,What is the value of Fourth digit ?,3
11648.jpg,What is the value of Fourth digit ?,7
11649.jpg,What is the value of Fourth digit ?,1
11650.jpg,What is the value of Fourth digit ?,9
11651.jpg,What is the value of Fourth digit ?,7
11652.jpg,What is the value of Fourth digit ?,2
11653.jpg,What is the value of Fourth digit ?,5
11654.jpg,What is the value of Fourth digit ?,2
11655.jpg,What is the value of Fourth digit ?,7
11656.jpg,What is the value of Fourth digit ?,7
11657.jpg,What is the value of Fourth digit ?,6
11658.jpg,What is the value of Fourth digit ?,2
11659.jpg,What is the value of Fourth digit ?,5
11660.jpg,What is the value of Fourth digit ?,5
11661.jpg,What is the value of Fourth digit ?,8
11662.jpg,What is the value of Fourth digit ?,8
11663.jpg,What is the value of Fourth digit ?,4
11664.jpg,What is the value of Fourth digit ?,1
11665.jpg,What is the value of Fourth digit ?,5
11666.jpg,What is the value of Fourth digit ?,9
11667.jpg,What is the value of Fourth digit ?,8
11668.jpg,What is the value of Fourth digit ?,3
11669.jpg,What is the value of Fourth digit ?,5
11670.jpg,What is the value of Fourth digit ?,7
11671.jpg,What is the value of Fourth digit ?,5
11672.jpg,What is the value of Fourth digit ?,9
11673.jpg,What is the value of Fourth digit ?,2
11674.jpg,What is the value of Fourth digit ?,7
11675.jpg,What is the value of Fourth digit ?,2
11676.jpg,What is the value of Fourth digit ?,2
11677.jpg,What is the value of Fourth digit ?,6
11678.jpg,What is the value of Fourth digit ?,5
11679.jpg,What is the value of Fourth digit ?,1
11680.jpg,What is the value of Fourth digit ?,4
11681.jpg,What is the value of Fourth digit ?,6
11682.jpg,What is the value of Fourth digit ?,2
11683.jpg,What is the value of Fourth digit ?,6
11684.jpg,What is the value of Fourth digit ?,0
11685.jpg,What is the value of Fourth digit ?,4
11686.jpg,What is the value of Fourth digit ?,3
11687.jpg,What is the value of Fourth digit ?,7
11688.jpg,What is the value of Fourth digit ?,0
11689.jpg,What is the value of Fourth digit ?,0
11690.jpg,What is the value of Fourth digit ?,6
11691.jpg,What is the value of Fourth digit ?,5
11692.jpg,What is the value of Fourth digit ?,7
11693.jpg,What is the value of Fourth digit ?,2
11694.jpg,What is the value of Fourth digit ?,9
11695.jpg,What is the value of Fourth digit ?,5
11696.jpg,What is the value of Fourth digit ?,2
11697.jpg,What is the value of Fourth digit ?,8
11698.jpg,What is the value of Fourth digit ?,5
11699.jpg,What is the value of Fourth digit ?,6
11700.jpg,What is the value of Fourth digit ?,6
11701.jpg,What is the value of Fourth digit ?,4
11702.jpg,What is the value of Fourth digit ?,2
11703.jpg,What is the value of Fourth digit ?,6
11704.jpg,What is the value of Fourth digit ?,4
11705.jpg,What is the value of Fourth digit ?,8
11706.jpg,What is the value of Fourth digit ?,9
11707.jpg,What is the value of Fourth digit ?,7
11708.jpg,What is the value of Fourth digit ?,1
11709.jpg,What is the value of Fourth digit ?,4
11710.jpg,What is the value of Fourth digit ?,5
11711.jpg,What is the value of Fourth digit ?,3
11712.jpg,What is the value of Fourth digit ?,4
11713.jpg,What is the value of Fourth digit ?,7
11714.jpg,What is the value of Fourth digit ?,8
11715.jpg,What is the value of Fourth digit ?,1
11716.jpg,What is the value of Fourth digit ?,9
11717.jpg,What is the value of Fourth digit ?,1
11718.jpg,What is the value of Fourth digit ?,6
11719.jpg,What is the value of Fourth digit ?,2
11720.jpg,What is the value of Fourth digit ?,1
11721.jpg,What is the value of Fourth digit ?,7
11722.jpg,What is the value of Fourth digit ?,2
11723.jpg,What is the value of Fourth digit ?,7
11724.jpg,What is the value of Fourth digit ?,2
11725.jpg,What is the value of Fourth digit ?,0
11726.jpg,What is the value of Fourth digit ?,1
11727.jpg,What is the value of Fourth digit ?,5
11728.jpg,What is the value of Fourth digit ?,7
11729.jpg,What is the value of Fourth digit ?,9
11730.jpg,What is the value of Fourth digit ?,4
11731.jpg,What is the value of Fourth digit ?,7
11732.jpg,What is the value of Fourth digit ?,0
11733.jpg,What is the value of Fourth digit ?,8
11734.jpg,What is the value of Fourth digit ?,6
11735.jpg,What is the value of Fourth digit ?,3
11736.jpg,What is the value of Fourth digit ?,9
11737.jpg,What is the value of Fourth digit ?,4
11738.jpg,What is the value of Fourth digit ?,9
11739.jpg,What is the value of Fourth digit ?,3
11740.jpg,What is the value of Fourth digit ?,8
11741.jpg,What is the value of Fourth digit ?,9
11742.jpg,What is the value of Fourth digit ?,0
11743.jpg,What is the value of Fourth digit ?,1
11744.jpg,What is the value of Fourth digit ?,1
11745.jpg,What is the value of Fourth digit ?,3
11746.jpg,What is the value of Fourth digit ?,4
11747.jpg,What is the value of Fourth digit ?,9
11748.jpg,What is the value of Fourth digit ?,2
11749.jpg,What is the value of Fourth digit ?,8
11750.jpg,What is the value of Fourth digit ?,7
11751.jpg,What is the value of Fourth digit ?,1
11752.jpg,What is the value of Fourth digit ?,8
11753.jpg,What is the value of Fourth digit ?,9
11754.jpg,What is the value of Fourth digit ?,8
11755.jpg,What is the value of Fourth digit ?,6
11756.jpg,What is the value of Fourth digit ?,3
11757.jpg,What is the value of Fourth digit ?,8
11758.jpg,What is the value of Fourth digit ?,3
11759.jpg,What is the value of Fourth digit ?,7
11760.jpg,What is the value of Fourth digit ?,5
11761.jpg,What is the value of Fourth digit ?,5
11762.jpg,What is the value of Fourth digit ?,1
11763.jpg,What is the value of Fourth digit ?,7
11764.jpg,What is the value of Fourth digit ?,3
11765.jpg,What is the value of Fourth digit ?,3
11766.jpg,What is the value of Fourth digit ?,8
11767.jpg,What is the value of Fourth digit ?,6
11768.jpg,What is the value of Fourth digit ?,4
11769.jpg,What is the value of Fourth digit ?,4
11770.jpg,What is the value of Fourth digit ?,4
11771.jpg,What is the value of Fourth digit ?,2
11772.jpg,What is the value of Fourth digit ?,4
11773.jpg,What is the value of Fourth digit ?,6
11774.jpg,What is the value of Fourth digit ?,3
11775.jpg,What is the value of Fourth digit ?,8
11776.jpg,What is the value of Fourth digit ?,6
11777.jpg,What is the value of Fourth digit ?,2
11778.jpg,What is the value of Fourth digit ?,4
11779.jpg,What is the value of Fourth digit ?,2
11780.jpg,What is the value of Fourth digit ?,7
11781.jpg,What is the value of Fourth digit ?,5
11782.jpg,What is the value of Fourth digit ?,5
11783.jpg,What is the value of Fourth digit ?,9
11784.jpg,What is the value of Fourth digit ?,1
11785.jpg,What is the value of Fourth digit ?,8
11786.jpg,What is the value of Fourth digit ?,9
11787.jpg,What is the value of Fourth digit ?,0
11788.jpg,What is the value of Fourth digit ?,0
11789.jpg,What is the value of Fourth digit ?,0
11790.jpg,What is the value of Fourth digit ?,9
11791.jpg,What is the value of Fourth digit ?,6
11792.jpg,What is the value of Fourth digit ?,8
11793.jpg,What is the value of Fourth digit ?,6
11794.jpg,What is the value of Fourth digit ?,4
11795.jpg,What is the value of Fourth digit ?,0
11796.jpg,What is the value of Fourth digit ?,1
11797.jpg,What is the value of Fourth digit ?,7
11798.jpg,What is the value of Fourth digit ?,2
11799.jpg,What is the value of Fourth digit ?,0
11800.jpg,What is the value of Fourth digit ?,8
11801.jpg,What is the value of Fourth digit ?,8
11802.jpg,What is the value of Fourth digit ?,3
11803.jpg,What is the value of Fourth digit ?,2
11804.jpg,What is the value of Fourth digit ?,1
11805.jpg,What is the value of Fourth digit ?,8
11806.jpg,What is the value of Fourth digit ?,9
11807.jpg,What is the value of Fourth digit ?,0
11808.jpg,What is the value of Fourth digit ?,2
11809.jpg,What is the value of Fourth digit ?,4
11810.jpg,What is the value of Fourth digit ?,4
11811.jpg,What is the value of Fourth digit ?,5
11812.jpg,What is the value of Fourth digit ?,3
11813.jpg,What is the value of Fourth digit ?,2
11814.jpg,What is the value of Fourth digit ?,7
11815.jpg,What is the value of Fourth digit ?,3
11816.jpg,What is the value of Fourth digit ?,3
11817.jpg,What is the value of Fourth digit ?,3
11818.jpg,What is the value of Fourth digit ?,8
11819.jpg,What is the value of Fourth digit ?,4
11820.jpg,What is the value of Fourth digit ?,0
11821.jpg,What is the value of Fourth digit ?,8
11822.jpg,What is the value of Fourth digit ?,2
11823.jpg,What is the value of Fourth digit ?,6
11824.jpg,What is the value of Fourth digit ?,3
11825.jpg,What is the value of Fourth digit ?,8
11826.jpg,What is the value of Fourth digit ?,6
11827.jpg,What is the value of Fourth digit ?,7
11828.jpg,What is the value of Fourth digit ?,0
11829.jpg,What is the value of Fourth digit ?,9
11830.jpg,What is the value of Fourth digit ?,6
11831.jpg,What is the value of Fourth digit ?,1
11832.jpg,What is the value of Fourth digit ?,4
11833.jpg,What is the value of Fourth digit ?,8
11834.jpg,What is the value of Fourth digit ?,8
11835.jpg,What is the value of Fourth digit ?,8
11836.jpg,What is the value of Fourth digit ?,6
11837.jpg,What is the value of Fourth digit ?,5
11838.jpg,What is the value of Fourth digit ?,5
11839.jpg,What is the value of Fourth digit ?,0
11840.jpg,What is the value of Fourth digit ?,3
11841.jpg,What is the value of Fourth digit ?,9
11842.jpg,What is the value of Fourth digit ?,2
11843.jpg,What is the value of Fourth digit ?,3
11844.jpg,What is the value of Fourth digit ?,9
11845.jpg,What is the value of Fourth digit ?,1
11846.jpg,What is the value of Fourth digit ?,6
11847.jpg,What is the value of Fourth digit ?,9
11848.jpg,What is the value of Fourth digit ?,4
11849.jpg,What is the value of Fourth digit ?,6
11850.jpg,What is the value of Fourth digit ?,2
11851.jpg,What is the value of Fourth digit ?,4
11852.jpg,What is the value of Fourth digit ?,8
11853.jpg,What is the value of Fourth digit ?,7
11854.jpg,What is the value of Fourth digit ?,0
11855.jpg,What is the value of Fourth digit ?,6
11856.jpg,What is the value of Fourth digit ?,1
11857.jpg,What is the value of Fourth digit ?,2
11858.jpg,What is the value of Fourth digit ?,0
11859.jpg,What is the value of Fourth digit ?,6
11860.jpg,What is the value of Fourth digit ?,9
11861.jpg,What is the value of Fourth digit ?,9
11862.jpg,What is the value of Fourth digit ?,1
11863.jpg,What is the value of Fourth digit ?,0
11864.jpg,What is the value of Fourth digit ?,6
11865.jpg,What is the value of Fourth digit ?,7
11866.jpg,What is the value of Fourth digit ?,8
11867.jpg,What is the value of Fourth digit ?,4
11868.jpg,What is the value of Fourth digit ?,3
11869.jpg,What is the value of Fourth digit ?,1
11870.jpg,What is the value of Fourth digit ?,7
11871.jpg,What is the value of Fourth digit ?,7
11872.jpg,What is the value of Fourth digit ?,4
11873.jpg,What is the value of Fourth digit ?,6
11874.jpg,What is the value of Fourth digit ?,9
11875.jpg,What is the value of Fourth digit ?,9
11876.jpg,What is the value of Fourth digit ?,9
11877.jpg,What is the value of Fourth digit ?,4
11878.jpg,What is the value of Fourth digit ?,1
11879.jpg,What is the value of Fourth digit ?,4
11880.jpg,What is the value of Fourth digit ?,5
11881.jpg,What is the value of Fourth digit ?,8
11882.jpg,What is the value of Fourth digit ?,6
11883.jpg,What is the value of Fourth digit ?,9
11884.jpg,What is the value of Fourth digit ?,9
11885.jpg,What is the value of Fourth digit ?,2
11886.jpg,What is the value of Fourth digit ?,0
11887.jpg,What is the value of Fourth digit ?,8
11888.jpg,What is the value of Fourth digit ?,6
11889.jpg,What is the value of Fourth digit ?,0
11890.jpg,What is the value of Fourth digit ?,5
11891.jpg,What is the value of Fourth digit ?,5
11892.jpg,What is the value of Fourth digit ?,4
11893.jpg,What is the value of Fourth digit ?,4
11894.jpg,What is the value of Fourth digit ?,5
11895.jpg,What is the value of Fourth digit ?,4
11896.jpg,What is the value of Fourth digit ?,1
11897.jpg,What is the value of Fourth digit ?,4
11898.jpg,What is the value of Fourth digit ?,0
11899.jpg,What is the value of Fourth digit ?,6
11900.jpg,What is the value of Fourth digit ?,8
11901.jpg,What is the value of Fourth digit ?,0
11902.jpg,What is the value of Fourth digit ?,0
11903.jpg,What is the value of Fourth digit ?,3
11904.jpg,What is the value of Fourth digit ?,0
11905.jpg,What is the value of Fourth digit ?,7
11906.jpg,What is the value of Fourth digit ?,1
11907.jpg,What is the value of Fourth digit ?,2
11908.jpg,What is the value of Fourth digit ?,0
11909.jpg,What is the value of Fourth digit ?,7
11910.jpg,What is the value of Fourth digit ?,5
11911.jpg,What is the value of Fourth digit ?,4
11912.jpg,What is the value of Fourth digit ?,8
11913.jpg,What is the value of Fourth digit ?,5
11914.jpg,What is the value of Fourth digit ?,2
11915.jpg,What is the value of Fourth digit ?,3
11916.jpg,What is the value of Fourth digit ?,3
11917.jpg,What is the value of Fourth digit ?,3
11918.jpg,What is the value of Fourth digit ?,0
11919.jpg,What is the value of Fourth digit ?,3
11920.jpg,What is the value of Fourth digit ?,9
11921.jpg,What is the value of Fourth digit ?,4
11922.jpg,What is the value of Fourth digit ?,1
11923.jpg,What is the value of Fourth digit ?,1
11924.jpg,What is the value of Fourth digit ?,4
11925.jpg,What is the value of Fourth digit ?,6
11926.jpg,What is the value of Fourth digit ?,9
11927.jpg,What is the value of Fourth digit ?,0
11928.jpg,What is the value of Fourth digit ?,0
11929.jpg,What is the value of Fourth digit ?,7
11930.jpg,What is the value of Fourth digit ?,1
11931.jpg,What is the value of Fourth digit ?,2
11932.jpg,What is the value of Fourth digit ?,3
11933.jpg,What is the value of Fourth digit ?,1
11934.jpg,What is the value of Fourth digit ?,0
11935.jpg,What is the value of Fourth digit ?,2
11936.jpg,What is the value of Fourth digit ?,7
11937.jpg,What is the value of Fourth digit ?,5
11938.jpg,What is the value of Fourth digit ?,6
11939.jpg,What is the value of Fourth digit ?,0
11940.jpg,What is the value of Fourth digit ?,3
11941.jpg,What is the value of Fourth digit ?,6
11942.jpg,What is the value of Fourth digit ?,1
